gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Tenure_Years,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,0,0.013888888888888888,1,1,0.020428500249128068,0.005488498725702007,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,0,0,0.3055555555555555,1,0,0.011958146487294513,0.3219759549206224,0.3055555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,0.9444444444444444,1,0,0.020926756352765336,0.5352385869500283,0.9444444444444444,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,1,1,0.2638888888888889,1,1,0.3109118086696563,0.45928327615698583,0.26388888888888884,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0,0,1,1,0.041666666666666664,1,0,0.012456402590931753,0.09182909570519665,0.041666666666666664,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,1.0,1,1,0.6661684105630294,0.8911551788978727,1.0,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0
0,0,0,0,0.013888888888888888,1,1,0.3612356751370205,0.08242529502534518,0.013888888888888888,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0,0,0,0,0.013888888888888888,1,0,0.013951170901843585,0.0032971419390266377,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,1,1,0,1.0,1,1,0.8814150473343297,0.9612109329252133,1.0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0
0,0,0,0,0.3611111111111111,1,1,0.5092177379172895,0.5842053309694191,0.36111111111111105,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0,0,0,0.041666666666666664,1,1,0.32137518684603894,0.1861962133830517,0.041666666666666664,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,1,1,0.986111111111111,1,0,0.7125062282012956,0.9034349680536296,0.9861111111111112,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,0,0,0.5972222222222222,0,1,0.30543099152964626,0.6155454435926571,0.5972222222222222,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1
1,0,0,0,0.20833333333333331,1,0,0.013951170901843585,0.2748424645639388,0.20833333333333331,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,0.3194444444444444,1,0,0.06377678126557054,0.3811468008523502,0.3194444444444444,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
1,0,0,1,0.013888888888888888,1,0,0.32087693074240164,0.07563805736644419,0.013888888888888888,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,1,1,0.8194444444444444,1,1,0.8744394618834083,0.8993858899504528,0.8194444444444444,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0
0,0,1,1,0.986111111111111,1,1,0.9028400597907326,0.9605809703184667,0.9861111111111112,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
0,1,1,0,0.6666666666666666,1,1,0.5206776283009468,0.7434878770010099,0.6666666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0,1,0,0.3472222222222222,1,1,0.8624813153961136,0.664209649893085,0.3472222222222222,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,1
1,1,0,0,1.0,1,0,0.06975585450921776,0.5853175617522831,1.0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,1,1,0.9722222222222222,1,1,0.9546586945690086,0.9630830240820623,0.9722222222222221,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1
0,0,0,0,0.027777777777777776,1,0,0.020428500249128068,0.044547500846353894,0.027777777777777776,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,1,1,0.6388888888888888,1,0,0.009965122072745414,0.45837160892321516,0.6388888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,0,0,0,0.3333333333333333,1,0,0.4190333831589438,0.5374923939514706,0.3333333333333333,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,1,1,0,0.6944444444444444,1,1,0.6940707523667166,0.7981904936285116,0.6944444444444444,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,1,1,0,0.5972222222222222,1,1,0.8883906327852517,0.808309673608041,0.5972222222222222,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,1
0,0,1,1,1.0,1,1,0.6033881415047335,0.8738123591694461,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0
0,0,1,0,0.125,1,1,0.5714997508719483,0.391755118225091,0.125,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0,0,1,0,0.8055555555555555,1,1,0.4668659691081216,0.7608091709788309,0.8055555555555555,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0
0,0,1,0,0.3333333333333333,1,1,0.5087194818136523,0.5609977386096331,0.3333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
0,0,1,1,0.6388888888888888,1,0,0.7229696063776783,0.7900415302708508,0.6388888888888888,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0
0,0,1,1,0.0,1,0,0.5475834578973593,0.530092449088235,0.0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
0,1,0,0,0.041666666666666664,1,1,0.607872446437469,0.2227883748597545,0.041666666666666664,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.2222222222222222,1,0,0.013452914798206289,0.2703878211361858,0.2222222222222222,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,1,0,0.736111111111111,1,0,0.9177877428998505,0.8790709332132831,0.7361111111111112,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0
0,1,1,0,0.9027777777777777,1,0,0.7573492775286499,0.8932184168186478,0.9027777777777778,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0
1,0,1,1,0.6388888888888888,1,0,0.01544593921275536,0.4392272281929579,0.6388888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,1,0,0.3194444444444444,1,1,0.550572994519183,0.5647053247969246,0.3194444444444444,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0
1,0,0,0,0.041666666666666664,1,1,0.4668659691081216,0.2257208340181533,0.041666666666666664,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0
1,0,0,0,0.08333333333333333,1,1,0.37169905331340314,0.28842346798951807,0.08333333333333333,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0,1,0,0.7916666666666666,1,0,0.37169905331340314,0.7154420253029676,0.7916666666666666,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
0,0,0,0,0.625,1,1,0.7065271549576483,0.787228217431332,0.625,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
1,0,0,0,0.9722222222222222,0,1,0.21574489287493773,0.6849344209789054,0.9722222222222221,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0
1,0,0,0,0.027777777777777776,0,1,0.06626806178375688,0.08516401780329808,0.027777777777777776,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,1,0,0,0.5277777777777778,1,1,0.8086696562032886,0.7568572429018006,0.5277777777777777,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.08333333333333333,1,1,0.5052316890881914,0.3263672669660206,0.08333333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,0,1,0.18055555555555555,1,0,0.7030393622321874,0.4947398301483644,0.18055555555555552,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,0,0,0.05555555555555555,1,1,0.6980568011958147,0.3026479825787404,0.05555555555555555,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,0,0.6666666666666666,1,1,0.7822620827105133,0.8046696334593166,0.6666666666666666,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0
0,0,1,0,0.5694444444444444,1,1,0.6756352765321376,0.7283079632254534,0.5694444444444444,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0
0,0,1,1,0.8888888888888888,1,1,0.8570004982561038,0.9206980076705968,0.8888888888888888,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0
0,0,1,1,0.9722222222222222,1,0,0.6108619830592925,0.8744726877950157,0.9722222222222221,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0
1,0,1,1,0.013888888888888888,1,0,0.560039860488291,0.11129441683557828,0.013888888888888888,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,1,0,0.5277777777777778,1,1,0.6083707025411063,0.7027811889733943,0.5277777777777777,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,0,0.06944444444444445,1,1,0.7757847533632287,0.3516529191048491,0.06944444444444445,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.8333333333333333,1,1,0.7090184354758347,0.8478723350246888,0.8333333333333333,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0
0,1,1,0,0.3611111111111111,1,1,0.6706527154957649,0.6145533316901652,0.36111111111111105,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0
0,0,1,0,0.15277777777777776,1,1,0.8081714000996513,0.476676292055773,0.15277777777777776,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.8888888888888888,1,1,0.8570004982561038,0.9194051647218742,0.8888888888888888,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
1,1,1,0,0.986111111111111,1,1,0.963129048330842,0.9746768842726574,0.9861111111111112,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,1,1,0.9305555555555555,1,1,0.5132037867463878,0.8131895982997863,0.9305555555555555,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,0
1,1,0,0,0.1388888888888889,1,1,0.5426008968609866,0.3999696020320066,0.1388888888888889,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,1,1,1,0.40277777777777773,1,1,0.8525161933233684,0.6988291599147491,0.40277777777777773,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,1,0.9166666666666666,0,0,0.3612356751370205,0.7496968416868447,0.9166666666666666,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,1,1,0.41666666666666663,1,0,0.4902840059790733,0.6072485589921918,0.41666666666666663,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0
0,0,0,0,0.2222222222222222,1,1,0.4449427005480817,0.47847416735674875,0.2222222222222222,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,1,0,0,0.75,1,0,0.5351270553064275,0.7672209462690462,0.75,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0
0,1,1,0,0.986111111111111,1,1,0.8051818634778277,0.9420624227164309,0.9861111111111112,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0
0,0,0,0,0.027777777777777776,1,1,0.6761335326357748,0.20786355473230828,0.027777777777777776,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.013888888888888888,1,1,0.31290483308420525,0.07425039633067798,0.013888888888888888,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,0,0,0.375,1,1,0.8181365221723967,0.6738806187206402,0.375,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0
1,0,1,1,0.09722222222222221,1,1,0.513702042850025,0.3568294286685354,0.09722222222222222,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,0,0,0,0.3055555555555555,1,1,0.00847035376183361,0.31841038822316453,0.3055555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,0,0,0.41666666666666663,1,1,0.37120079720976584,0.5661262422834359,0.41666666666666663,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
1,0,0,0,0.3611111111111111,1,0,0.013951170901843585,0.33397209942886585,0.36111111111111105,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
1,0,0,1,0.125,1,0,0.3682112605879423,0.33142909917498786,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,1,0.8333333333333333,1,1,0.00847035376183361,0.48481502370222496,0.8333333333333333,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,0.18055555555555555,1,1,0.0199302441454908,0.2540552321803392,0.18055555555555552,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,0,1.0,1,0,0.06576980568011961,0.5900354134378716,1.0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,1,0,0,0.38888888888888884,1,1,0.8460388639760837,0.6926605859704829,0.3888888888888889,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1
1,0,0,1,0.5416666666666666,1,0,0.070254110612855,0.45842928804369815,0.5416666666666666,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,0,1,1,0.16666666666666666,0,0,0.1704035874439462,0.32540936578453517,0.16666666666666666,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,0,0,1,0.3472222222222222,1,0,0.02391629297458897,0.3349405240737638,0.3472222222222222,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,0,0.3333333333333333,1,1,0.8236173393124065,0.6477407769798749,0.3333333333333333,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,1,0.1111111111111111,0,0,0.0707523667164923,0.22886805551839573,0.1111111111111111,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,1,0,0.8472222222222222,1,1,0.7568510214250125,0.8724454129004036,0.8472222222222221,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0
0,0,0,0,0.05555555555555555,1,1,0.06875934230194322,0.1573356674541982,0.05555555555555555,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,1,0,0,0.29166666666666663,1,1,0.755854509217738,0.6043055490276328,0.29166666666666663,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,0.013888888888888888,1,1,0.7717987045341306,0.13630300204864554,0.013888888888888888,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0
1,0,1,1,0.20833333333333331,1,0,0.5650224215246636,0.4930367603689403,0.20833333333333331,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,1,1,0,0.19444444444444442,1,0,0.012456402590931753,0.2366026914587251,0.19444444444444445,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,1,0,0.75,1,0,0.016442451420029924,0.48466793823180315,0.75,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,0.013888888888888888,0,1,0.16243148978574992,0.044320368783719644,0.013888888888888888,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,0,0.7916666666666666,1,0,0.560039860488291,0.7982890724340853,0.7916666666666666,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
0,1,0,0,0.1111111111111111,1,0,0.8266068759342301,0.4215427679027317,0.1111111111111111,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,0,0.5,1,1,0.5211758844045841,0.6591600539123007,0.5,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,0
0,0,0,0,0.05555555555555555,1,0,0.016442451420029924,0.12210151840361155,0.05555555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,0,0,0.7916666666666666,1,0,0.02242152466367714,0.48865236145214186,0.7916666666666666,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.15277777777777776,1,0,0.4549078226208272,0.4108623970821508,0.15277777777777776,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
1,0,0,0,0.5833333333333333,1,1,0.8305929247633285,0.7923570814452654,0.5833333333333333,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.15277777777777776,1,0,0.3522670652715496,0.3791682363634207,0.15277777777777776,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,1,0.16666666666666666,1,1,0.0558046836073742,0.2582544678684142,0.16666666666666666,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.4583333333333333,1,1,0.7199800697558546,0.7008664403607069,0.4583333333333333,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,0,0,0,0.1388888888888889,1,1,0.27055306427503734,0.3147798349166837,0.1388888888888889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,0.20833333333333331,1,1,0.8664673642252118,0.5537788147436999,0.20833333333333331,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,1,1,0,0.5694444444444444,1,1,0.8111609367214748,0.7914697137271898,0.5694444444444444,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,1,0.4722222222222222,0,1,0.2207274539113104,0.5207110292127335,0.4722222222222222,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0
1,0,0,0,0.611111111111111,1,0,0.016442451420029924,0.4356317259989677,0.611111111111111,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,0,0.3472222222222222,1,0,0.35575485799701057,0.5277244578879055,0.3472222222222222,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,1,0,0,0.1111111111111111,1,0,0.8161434977578476,0.4328910235179,0.1111111111111111,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,1
0,0,0,0,0.013888888888888888,1,1,0.5166915794718486,0.10553691247783947,0.013888888888888888,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,1,1,0.986111111111111,1,0,0.6681614349775785,0.9014811729704973,0.9861111111111112,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0
0,0,0,0,0.38888888888888884,0,1,0.1131041355256602,0.4238189370766461,0.3888888888888889,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
0,1,1,0,0.16666666666666666,1,1,0.6058794220229199,0.45560639380789486,0.16666666666666666,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0
0,0,0,1,0.5555555555555556,1,1,0.45540607872446437,0.6543072348297021,0.5555555555555556,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
0,0,1,0,0.3333333333333333,1,0,0.47732934728450427,0.5538055046913404,0.3333333333333333,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0
1,0,0,0,0.1111111111111111,0,0,0.10911808669656206,0.2296018699130068,0.1111111111111111,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,1,1,0.875,1,0,0.5590433482810165,0.8166401743964202,0.875,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0
0,0,1,0,1.0,1,0,0.4618834080717489,0.8241857113505942,1.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
0,0,1,0,0.6527777777777778,1,0,0.012456402590931753,0.4512308374238008,0.6527777777777777,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.2222222222222222,1,1,0.5615346287992028,0.4892905995463814,0.2222222222222222,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,0,1,0,0.5555555555555556,1,0,0.006975585450921806,0.42145305307129777,0.5555555555555556,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,0.1111111111111111,1,0,0.3966118584952667,0.33793358228999065,0.1111111111111111,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0,1,0,0,0.3472222222222222,1,1,0.7105132037867464,0.6272993540813797,0.3472222222222222,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,0,1,1,0.4722222222222222,1,1,0.7120079720976582,0.7091265892739758,0.4722222222222222,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0
1,0,0,0,0.736111111111111,1,1,0.4255107125062283,0.7297257512006419,0.7361111111111112,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,0
0,0,1,0,0.7916666666666666,0,1,0.4020926756352766,0.7356440768024187,0.7916666666666666,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0
1,0,0,0,0.4722222222222222,1,0,0.012954658694569021,0.3967321952719731,0.4722222222222222,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,0.861111111111111,1,1,0.628300946686597,0.8342737372621016,0.8611111111111112,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,0,1,0,0.5833333333333333,1,0,0.01943198804185356,0.44078277237022867,0.5833333333333333,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,0.05555555555555555,1,1,0.6148480318883907,0.28863432347785756,0.05555555555555555,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,0,0.8055555555555555,1,1,0.907324364723468,0.8940969469932634,0.8055555555555555,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1
0,0,0,0,0.9722222222222222,1,0,0.07623318385650227,0.5908796696354918,0.9722222222222221,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,0,1,0.2361111111111111,1,1,0.3731938216243149,0.45436840377645915,0.2361111111111111,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1
0,0,1,0,0.9722222222222222,0,0,0.39262580966616845,0.7773799146319524,0.9722222222222221,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,0,0,0.013888888888888888,1,1,0.2640757349277528,0.06537273753961681,0.013888888888888888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
